강경훈,연애조작단 시라노,tvn,2013-05-27,0.6,조선X파일 기찰비록,tvn,2010-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김태은,더러버,mnet,2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김태훈,아이리스 2,kbs2,2013-02-13,14.4,아테나 : 전쟁의 여신,sbs,2010-12-13,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김태희,슴슴한 그대,ebs1,2014-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김평중,울지 않는 새,tvn,2015-05-04,2.6,리셋,ocn,2014-08-24,1.3,굿바이 마눌,채널a,2012-05-07,0.7,위대한 유산,kbs2,2006-05-03,8.9,두번째 프러포즈,kbs2,2004-09-08,,드라마시티 - 손수건을 흔들며,kbs2,2004-03-21,,눈꽃,kbs2,2000-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김한솔,임진왜란 1592,kbs1,2016-09-03,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김형석,바람피면 죽는다,kbs2,2020-12-02,,황금빛 내 인생,kbs2,2017-09-02,45.1,오 마이 비너스,kbs2,2015-11-16,9.9,드라마 스페셜 - 웃기는 여자,kbs2,2015-04-03,4.5,넝쿨째 굴러온 당신,kbs2,2012-02-25,45.3,드라마 스페셜 - 큐피드 팩토리,kbs2,2011-07-31,3.5,드라마 스페셜 - 영덕 우먼스 씨름단,kbs2,2011-06-05,5.5,드라마 스페셜 - 돌멩이,kbs2,2010-09-04,,드라마 스페셜 - 조금 야한 우리 연애,kbs2,2010-06-05,,2009 전설의 고향,kbs2,2009-08-10,6.4,연애결혼,kbs2,2008-08-25,8.8,슬픔이여 안녕,kbs2,2005-06-11,30.4,알게 될거야,kbs2,2004-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김형식,멈추고 싶은 순간 : 어바웃 타임,tvn,2018-05-21,2.1,두번째 스무살,tvn,2015-08-28,7.2,비밀의 문,sbs,2014-09-22,10,수상한 가정부,sbs,2013-09-23,11.1,유령,sbs,2012-05-30,15.3,싸인,sbs,2011-01-05,25.5,나는 전설이다,sbs,2010-08-02,15.7,카인과 아벨,sbs,2009-02-18,16.6,외과의사 봉달희,sbs,2007-01-17,24.9,프라하의 연인,sbs,2005-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김형일,기막힌 유산,kbs1,2020-04-20,24,프레지던트,kbs2,2010-12-15,10,전우,kbs1,2010-06-19,17.4,공부의 신,kbs2,2010-01-04,25.1,솔약국집 아들들,kbs2,2009-04-11,44.2,꽃보다 남자,kbs2,2009-01-05,32.9,HD TV문학관 - 난장이가 쏘아올린 작은 공,kbs1,2007-03-03,6.3,구미호 외전,kbs2,2004-07-19,,제국의 아침,kbs1,2002-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김호영,십시일반,mbc,2020-07-22,3.9,저녁 같이 드실래요,mbc,2020-05-25,6.1,붉은 달 푸른 해,mbc,2018-11-21,6,옥중화,mbc,2016-04-30,22.6,마이 리틀 베이비,mbc,2016-03-05,2.6,미스코리아,mbc,2013-12-18,9.5,드라마 페스티벌 - 아프리카에서 살아남는 법,mbc,2013-11-07,2.7,스캔들 : 매우 충격적이고 부도덕한 사건,mbc,2013-06-29,18.2,동이,mbc,2010-03-22,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김홍선,루카 : 더 비기닝,tvn,2020,,손 the guest,ocn,2018-09-12,4.1,블랙,ocn,2017-10-14,4.3,보이스,ocn,2017-01-14,5.7,피리부는 사나이,tvn,2016-03-07,3.6,라이어 게임,tvn,2014-10-20,1.3,히어로,ocn,2012-03-18,1.8,무사 백동수,sbs,2011-07-04,18.5,야차,ocn,2010-12-10,,조선추리활극 정약용,ocn,2009-11-27,,메디컬 기방 영화관,ocn,2007-11-20,,도시괴담 데자뷰 시즌2,ocn thrills,2007-09-29,,달려라! 고등어,sbs,2007-05-12,4.8,불꽃놀이,mbc,2006-05-13,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김홍종,TV 문학관 - 강산무진,kbs1,2012-03-02,3.8,광장,kbs1,1985-06-25,,13세 소년,kbs1,1982-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김효언,아임쏘리 강남구,sbs,2016-12-19,14.5,인생 추적자 이재구,sbs,2015-02-21,4,펀치,sbs,2014-12-15,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김휘,메모리스트,tvn,2020-03-11,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김흥동,모두 다 쿵따리,mbc,2019-07-16,5.1,전생에 웬수들,mbc,2017-11-27,12.4,좋은 사람,mbc,2016-05-02,13,위대한 조강지처,mbc,2015-06-15,16.1,모두 다 김치,mbc,2014-04-07,15.4,사랑했나봐,mbc,2012-10-15,19.3,무신,mbc,2012-02-11,13.2,조선X파일 기찰비록,tvn,2010-08-20,,과거를 묻지 마세요,ocn,2008-05-17,,추리다큐 별순검,mbc,2005-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김희성,피아니시모,trendy,2011-09-12,,앙녀쟁투,xtm,2008-03-15,,폴리스 라인,ocn,2007-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김희원,빈센조,tvn,2021,,황금주머니,mbc,2016-11-14,9.8,화려한 유혹,mbc,2015-10-05,13.8,맨도롱 또똣,mbc,2015-05-13,8.8,2014 드라마 페스티벌 - 오래된 안녕,mbc,2014-11-09,2.6,운명처럼 널 사랑해,mbc,2014-07-02,11.5,보고싶다,mbc,2012-11-07,11.7,왔어 왔어 제대로 왔어,mbn,2011-12-05,0.6,"사랑해, 울지마",mbc,2008-11-17,19.5,내 생애 마지막 스캔들,mbc,2008-03-08,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남건,사생활,jtbc,2020-10-07,1.5,사랑의 온도,sbs,2017-09-18,11.2,대박,sbs,2016-03-28,12.2,낯선 사람,sbs,2013-11-03,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남기훈,오 마이 베이비,tvn,2020-05-13,3,레버리지 : 사기조작단,tv조선,2019-10-13,2.3,보이스 시즌3,ocn,2019-05-11,5.5,뷰티 인사이드,jtbc,2018-10-01,5.3,그남자 오수,ocn,2018-03-05,0.4,터널,ocn,2017-03-25,6.5,헤어진 다음 날,일본 bs sptv,2016-10-26,,피리부는 사나이,tvn,2016-03-07,3.6,나의 유감스러운 남자친구,mbc drama,2015-04-10,,학교 2013,kbs2,2012-12-03,15.8,풀하우스 테이크 2,sbs plus,2012-10-22,0.9,동안미녀,kbs2,2011-05-02,16.2,구미호 : 여우누이뎐,kbs2,2010-07-05,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남성우,꼰대인턴,mbc,2020-05-20,7.1,킬잇,ocn,2019-03-23,2.8,백일의 낭군님,tvn,2018-09-10,14.4,이번 생은 처음이라,tvn,2017-10-09,4.9,역도요정 김복주,mbc,2016-11-16,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남택수,웰컴 투 힐링타운,tv조선,2012-06-11,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노도철,검법남녀 시즌2,mbc,2019-06-03,9.9,검법남녀,mbc,2018-05-14,9.6,군주 - 가면의 주인,mbc,2017-05-10,14.9,엄마의 정원,mbc,2014-03-17,15.3,반짝반짝 빛나는,mbc,2011-02-12,25.3,종합병원 2,mbc,2008-11-19,18.7,우리들의 해피엔딩,mbc,2008-05-07,7.6,소울메이트,mbc,2006-03-13,7.1,"안녕, 프란체스카 시즌1",mbc,2005-01-24,,두근두근 체인지,mbc,2004-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노상훈,너를 기억해,kbs2,2015-06-22,5.3,드라마 스페셜 - 나 곧 죽어,kbs2,2014-03-16,2.8,드라마 스페셜 - 불청객,kbs2,2013-11-17,2.7,직장의 신,kbs2,2013-04-01,14.6,드라마 스페셜 - 친구 중에 범인이 있다,kbs2,2012-10-21,4.3,오작교 형제들,kbs2,2011-08-06,36.3,드라마 스페셜 - 그 남자가 거기 있다,kbs2,2011-06-12,3.6,드라마 스페셜 - 오페라가 끝나면,kbs2,2010-10-16,2.3,드라마 스페셜 - 우연의 남발,kbs2,2010-07-24,,공부의 신,kbs2,2010-01-04,25.1,2009 전설의 고향,kbs2,2009-08-10,6.4,하늘만큼 땅만큼,kbs1,2007-01-15,35.9,서울 1945,kbs1,2006-01-07,17.9,낭랑 18세,kbs2,2004-01-19,,보디가드,kbs2,2003-07-05,,천국의 아이들,kbs2,2002-09-09,,TV소설 새엄마,kbs1,2001-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노종찬,일단 뜨겁게 청소하라,jtbc,2018-11-26,3.6,궁중잔혹사 - 꽃들의 전쟁,jtbc,2013-03-23,4.3,인수대비,jtbc,2011-12-03,2.9,김수로,mbc,2010-05-29,12.3,개인의 취향,mbc,2010-03-31,13.1,하자전담반 제로,mbc drama,2009-02-14,,누구세요?,mbc,2008-03-05,13.1,에어시티,mbc,2007-05-19,12.4,어느 멋진 날,mbc,2006-05-31,14.5,영재의 전성시대,mbc,2005-11-16,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
류승진,트레인,ocn,2020-07-11,1.4,드라마 스테이지 - 모두 그곳에 있다,tvn,2020-01-16,0.8,보이스 시즌3,ocn,2019-05-11,5.5,프리스트,ocn,2018-11-24,2.5,티아라와 윤시윤의 Bubi Bubi,olive,2010-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명현우,왕이 된 남자,tvn,2019-01-07,10.9,라이브(Live),tvn,2018-03-10,7.7,드라마 스테이지 - 소풍 가는 날,tvn,2017-12-23,0.6,싸우자 귀신아,tvn,2016-07-11,4.3,제 3병원,tvn,2012-09-05,1.1,소녀 K,ocn movies,2011-08-27,,아테나 : 전쟁의 여신,sbs,2010-12-13,22.8,아이리스,kbs2,2009-10-14,35.5,달콤한 나의 도시,sbs,2008-06-06,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모완일,부부의 세계,jtbc,2020-03-27,28.4,미스티,jtbc,2018-02-02,8.5,뷰티풀 마인드,kbs2,2016-06-20,4.7,드라마 스페셜 연작시리즈 - 시리우스,kbs2,2013-01-06,3.8,드림하이 2,kbs2,2012-01-30,10.5,드라마 스페셜 - 이중주,kbs2,2011-11-13,4,드라마 스페셜 - 동일범,kbs2,2011-08-21,5.8,웃어라 동해야,kbs1,2010-10-04,43.9,부활,kbs2,2005-06-01,,금쪽같은 내새끼,kbs1,2004-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문보현,KBS 드라마 스페셜 시즌1,kbs2,2010-05-15,6.3,집으로 가는 길,kbs1,2009-01-12,30.9,싱글파파는 열애중,kbs2,2008-02-18,5.9,하늘만큼 땅만큼,kbs1,2007-01-15,35.9,슬픔이여 안녕,kbs2,2005-06-11,30.4,백만송이 장미,kbs1,2003-10-06,,달중씨의 신데렐라,kbs2,2003-02-02,,사랑은 이런거야,kbs1,2001-10-29,,인생은 아름다워,kbs2,2001-05-14,,광끼,kbs2,1999-05-04,,살다보면,kbs1,1998-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문영진,드라마 스페셜 - 복마전,kbs2,2012-11-18,3.2,TV소설 복희 누나,kbs2,2011-11-07,15.8,드라마 스페셜 - 제 7요일,kbs2,2011-07-03,,드라마 스페셜 연작시리즈 - 사백년의 꿈,kbs2,2011-03-27,5.9,전우,kbs1,2010-06-19,17.4,2009 전설의 고향,kbs2,2009-08-10,6.4,창공,kbs2,1995-05-10,,형사 25시,kbs2,1986-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문준하,라디오 로맨스,kbs2,2018-01-29,5.6,KBS 드라마 스페셜 단막 2014,kbs2,2014-01-26,,KBS 드라마 스페셜 시즌3,kbs2,2012-06-03,,드라마 스페셜 연작시리즈 - 헤어쇼,kbs2,2011-04-10,5,드라마 스페셜 - 피아니스트,kbs2,2010-11-27,3.2,드라마 스페셜 - 비밀의 화원,kbs2,2010-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
민두식,리치맨,드라맥스,2018-05-09,1.9,정글피쉬 2,kbs2,2010-11-04,5,빌리진 날 봐요,mbc drama,2006-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
민연홍,미씽: 그들이 있었다,ocn,2020-08-29,4.8,터치,채널a,2020-01-03,1.2,미스 마:복수의 여신,sbs,2018-10-06,9.1,애간장,ocn,2018-01-08,,해피시스터즈,sbs,2017-12-04,12.4,여자만화 구두,sbs plus,2014-02-24,0.6,못난이 주의보,sbs,2013-05-20,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
민진기,악마가 너의 이름을 부를 때,tvn,2019-07-31,3.1,써클 : 이어진 두 세계,tvn,2017-05-22,2.9,황금거탑,tvn,2014-07-23,1.2,푸른거탑 리턴즈,tvn,2013-11-27,1.2,푸른거탑 제로,tvn,2013-09-11,1.6,푸른거탑,tvn,2013-01-23,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박경렬,황홀한 이웃,sbs,2015-01-05,13.3,그래도 당신,sbs,2012-05-21,20.2,당신이 잠든 사이,sbs,2011-05-16,14.5,사랑은 아무나 하나,sbs,2009-03-07,23.5,날아오르다,sbs,2007-08-24,16,소금인형,sbs,2007-01-12,24.4,하노이 신부,sbs,2005-09-19,,엄마의 전성시대,sbs,2005-02-08,,장길산,sbs,2004-05-17,,야인시대,sbs,2002-07-29,,덕이,sbs,2000-04-22,,은실이,sbs,1998-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박기현,드라마 스페셜 - 그곳에 두고 온 라일락,kbs2,2020-11-28,,꽃길만 걸어요,kbs1,2019-10-28,23.9,부부클리닉 사랑과 전쟁 2,kbs2,2011-11-11,13.5,성장드라마 반올림# 3,kbs2,2006-03-05,7.8,성장드라마 반올림# 2,kbs2,2005-03-06,6.7,성장드라마 반올림# 1,kbs2,2003-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박기형,태양의 도시,mbc drama,2015-01-30,,홀리랜드,ocn thrills,2012-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박기호,미워도 사랑해,kbs1,2017-11-13,22,안단테,kbs1,2017-09-24,2.8,드라마 스페셜 - 칠흑,kbs2,2014-06-01,2.3,광고천재 이태백,kbs2,2013-02-04,6.3,넝쿨째 굴러온 당신,kbs2,2012-02-25,45.3,두근두근 달콤,kbs2,2011-05-02,11.8,도망자 Plan.B,kbs2,2010-09-29,20.7,거상 김만덕,kbs1,2010-03-06,17,공주가 돌아왔다,kbs2,2009-09-14,9.2,별난여자 별난남자,kbs1,2005-09-23,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박만영,맨홀 - 이상한 나라의 필,kbs2,2017-08-09,3.1,별난 며느리,kbs2,2015-08-17,6,달콤한 비밀,kbs2,2014-11-11,21.1,결혼해주세요,kbs2,2010-06-19,34.8,최강칠우,kbs2,2008-06-17,14.7,포도밭 그 사나이,kbs2,2006-07-24,14.1,백만송이 장미,kbs1,2003-10-06,,장미울타리,kbs2,2003-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박복만,기적,mbc,2006-12-09,10.8,우리 다시 사랑할까요,mbc,2006-03-18,11,베스트극장 - 낙조속에서 울다,mbc,2005-03-25,,물꽃마을 사람들,mbc,2004-01-04,,말로만 중산층,mbc,1991-08-05,,재미있는 세상,mbc,1990-10-29,,똠방각하,mbc,1990-04-16,,애처일기,mbc,1984-01-30,,전원일기,mbc,1980-10-21,,113 수사본부,mbc,1973-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박상훈,내 뒤에 테리우스,mbc,2018-09-27,10.5,자체발광 오피스,mbc,2017-03-15,7.4,세가지색 판타지 - 생동성 연애,mbc,2017-02-16,,아름다운 당신,mbc,2015-11-09,14.6,여자를 울려,mbc,2015-04-18,25.5,2014 드라마 페스티벌 - 기타와 핫팬츠,mbc,2014-11-23,2.1,왔다! 장보리,mbc,2014-04-05,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박성수,불의 여신 정이,mbc,2013-07-01,12,맨땅에 헤딩,mbc,2009-09-09,6.8,Dr. 깽,mbc,2006-04-05,12.5,떨리는 가슴,mbc,2005-04-02,,나는 달린다,mbc,2003-10-22,,네 멋대로 해라,mbc,2002-07-03,,맛있는 청혼,mbc,2001-02-07,,햇빛 속으로,mbc,1999-10-27,,강력반,mbc,1996-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박성재,응답하라 1997,tvn,2012-07-24,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박수철,네일샵 파리스,mbc queen,2013-05-03,,몬스터,jtbc,2012-03-31,,MANNY,tvn,2011-04-13,,별순검 시즌3,mbc drama,2010-09-04,,흔들리지마,mbc,2008-04-14,19.2,마이걸,sbs,2005-12-14,24,유리화,sbs,2004-12-01,,내 이름은 공주,mbc,2002-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박승민,도롱뇽도사와 그림자 조작단,sbs,2012-01-27,7.5,웰컴 투 더 쇼,sbs,2011-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박신우,트랩,ocn,2019-02-09,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박신우,사이코지만 괜찮아,tvn,2020-06-20,7.3,남자친구,tvn,2018-11-28,10.3,질투의 화신,sbs,2016-08-24,13.2,엔젤아이즈,sbs,2014-04-05,11.9,시월의 어느 멋진 날에,sbs,2014-02-01,5.3,야왕,sbs,2013-01-14,25.8,유령,sbs,2012-05-30,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박영수,유혹,sbs,2014-07-14,11.3,내 딸 꽃님이,sbs,2011-11-14,18.5,오! 마이 레이디,sbs,2010-03-22,11.7,가문의 영광,sbs,2008-10-11,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박용순,시크릿 마더,sbs,2018-05-12,8.1,원티드,sbs,2016-06-22,7.8,이혼변호사는 연애중,sbs,2015-04-18,6,황금의 제국,sbs,2013-07-01,11.7,사건번호 113,sbs,2013-05-30,5.5,내 인생의 단비,sbs,2012-04-02,10.7,여인의 향기,sbs,2011-07-23,18.8,49일,sbs,2011-03-16,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박용진,내일은 실험왕 2,투니버스,2016-08-02,,내일은 실험왕,투니버스,2015-12-22,,벼락 맞은 문방구 시즌2,투니버스,2014-07-31,,벼락 맞은 문방구 시즌1,투니버스,2013-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
