가성진,딱 너 같은 딸,mbc,2015-05-18,13.9,달래네 집,kbs2,2004-05-17,,언제나 두근두근,kbs2,2002-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강성진,우리 집 꿀단지,kbs1,2015-11-02,30,지성이면 감천,kbs1,2013-04-29,28.4,다 줄거야,kbs2,2009-10-12,17.2,드라마시티 - 늙은 양아치의 노래,kbs2,2007-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강윤경,트로트의 연인,kbs2,2014-06-23,9.2,망설이지마,sbs,2009-10-05,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김운경,유나의 거리,jtbc,2014-05-19,2.8,짝패,mbc,2011-02-07,18.4,돌아온 뚝배기,kbs2,2008-06-02,13.2,황금사과,kbs2,2005-11-16,14.3,죽도록 사랑해,mbc,2003-03-01,,도둑의 딸,sbs,2000-05-29,,흐린 날에 쓴 편지,sbs,1998-10-31,,파랑새는 있다,kbs2,1997-04-26,,옥이 이모,sbs,1995-05-14,,서울의 달,mbc,1994-01-08,,형,kbs2,1991-11-11,,서울 뚝배기,kbs1,1990-09-03,,회전목마,kbs1,1989-07-03,,한지붕 세가족,mbc,1986-11-09,,원효대사,kbs1,1986-09-22,,포도대장,kbs2,1981-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김원석,맨투맨,jtbc,2017-04-21,4.1,태양의 후예,kbs2,2016-02-24,38.8,여왕의 교실,mbc,2013-06-12,9.5,"친구, 우리들의 전설",mbc,2009-06-27,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김윤영,두근두근 달콤,kbs2,2011-05-02,11.8,성장드라마 반올림# 3,kbs2,2006-03-05,7.8,학교 2,kbs2,1999-05-08,,카이스트,sbs,1999-01-24,,미우나 고우나,sbs,1998-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김윤정,해피엔딩,jtbc,2012-04-23,1.7,나는 전설이다,sbs,2010-08-02,15.7,남자가 사랑할때,sbs,2004-09-30,,카이스트,sbs,1999-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김윤정,더 드라마틱,mbc every1,2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김윤주,그 남자의 기억법,mbc,2020-03-18,5.4,듀얼,ocn,2017-06-03,2.2,스무살,tvn,2014-01-06,0.7,나인 : 아홉 번의 시간여행,tvn,2013-03-11,1.7,인현왕후의 남자,tvn,2012-04-18,0.9,특수사건 전담반 TEN,ocn,2011-11-18,1.2,커피하우스,sbs,2010-05-17,10.1,크크섬의 비밀,mbc,2008-07-21,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김윤희,마이 리틀 베이비,mbc,2016-03-05,2.6,스탠바이,mbc,2012-04-09,7.9,몽땅 내 사랑,mbc,2010-11-08,14.4,볼수록 애교만점,mbc,2010-03-22,14,김치 치즈 스마일,mbc,2007-07-23,11.2,대박가족,sbs,2002-02-25,,세 친구,mbc,2000-02-14,,남자 셋 여자 셋,mbc,1996-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김은숙,더 킹 : 영원의 군주,sbs,2020-04-17,11.6,미스터 션샤인,tvn,2018-07-07,18.1,도깨비,tvn,2016-12-02,20.5,태양의 후예,kbs2,2016-02-24,38.8,상속자들,sbs,2013-10-09,25.6,신사의 품격,sbs,2012-05-26,24.4,시크릿 가든,sbs,2010-11-13,35.2,시티홀,sbs,2009-04-29,18.7,온에어,sbs,2008-03-05,25.4,연인,sbs,2006-11-08,22.6,프라하의 연인,sbs,2005-09-24,,파리의 연인,sbs,2004-06-12,,태양의 남쪽,sbs,2003-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김은정,(아는 건 별로 없지만) 가족입니다,tvn,2020-06-01,5.4,이웃집 꽃미남,tvn,2013-01-07,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김은희,총리와 나,kbs2,2013-12-09,8.9,아가씨를 부탁해,kbs2,2009-08-19,18.3,밤이면 밤마다,mbc,2008-06-23,10.9,눈의 여왕,kbs2,2006-11-13,10.8,알게 될거야,kbs2,2004-06-06,,낭랑 18세,kbs2,2004-01-19,,여름향기,kbs2,2003-07-07,,겨울연가,kbs2,2002-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김은희,지리산,tvn,2021,,킹덤 시즌2,넷플릭스,2020-03-13,,킹덤,넷플릭스,2019-01-25,,시그널,tvn,2016-01-22,12.5,쓰리 데이즈,sbs,2014-03-05,13.8,유령,sbs,2012-05-30,15.3,싸인,sbs,2011-01-05,25.5,위기일발 풍년빌라,tvn,2010-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김의찬,그녀를 찾아줘,kbs2,2017-02-28,2.1,그저 바라보다가,kbs2,2009-04-29,14.4,빌리진 날 봐요,mbc drama,2006-12-26,,황태자의 첫사랑,mbc,2004-06-23,,웬만해선 그들을 막을 수 없다,sbs,2000-12-18,,순풍산부인과,sbs,1998-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김이영,해치,sbs,2019-02-11,8.4,화정 (華政),mbc,2015-04-13,11.8,마의,mbc,2012-10-01,23.7,동이,mbc,2010-03-22,29.1,이산,mbc,2007-09-17,35.5,백만장자와 결혼하기,sbs,2005-11-26,12.3,내 사랑 팥쥐,mbc,2002-08-26,,우리집,mbc,2001-11-09,,네자매 이야기,mbc,2001-06-13,,허준,mbc,1999-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김인영,흑기사,kbs2,2017-12-06,13.9,착하지 않은 여자들,kbs2,2015-02-25,13.7,남자가 사랑할 때,mbc,2013-04-03,12.1,적도의 남자,kbs2,2012-03-21,15.2,아직도 결혼하고 싶은 여자,mbc,2010-01-20,6.4,태양의 여자,kbs2,2008-05-28,26.9,메리대구 공방전,mbc,2007-05-16,10.2,비밀남녀,mbc,2005-08-29,,떨리는 가슴,mbc,2005-04-02,,결혼하고 싶은 여자,mbc,2004-04-21,,그 햇살이 나에게,mbc,2002-01-02,,맛있는 청혼,mbc,2001-02-07,,진실,mbc,2000-01-03,,맨발로 뛰어라,mbc,1998-08-17,,이가사 크리스티,sbs,1995-03-10,,짝,mbc,1994-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김재은,나쁜 남자,sbs,2010-05-26,14.2,아이리스,kbs2,2009-10-14,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김정수,부잣집 아들,mbc,2018-03-25,12,엄마,mbc,2015-09-05,24.5,맏이,jtbc,2013-09-14,4.6,내일이 오면,sbs,2011-10-29,18.9,민들레 가족,mbc,2010-01-30,13.6,행복합니다,sbs,2008-02-09,29.9,누나,mbc,2006-08-12,21.7,한강수타령,mbc,2004-10-02,,흐르는 강물처럼,sbs,2002-11-02,,그 여자네 집,mbc,2001-04-28,,파도,sbs,1999-04-24,,그대 그리고 나,mbc,1997-10-11,,자반 고등어,mbc,1996-03-04,,전쟁과 사랑,mbc,1995-10-21,,엄마의 바다,mbc,1993-05-15,,행복한 여자,mbc,1989-07-08,,겨울 안개,mbc,1989-01-09,,전원일기,mbc,1980-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김지선,프로듀사,kbs2,2015-05-15,17.7,청담동 살아요,jtbc,2011-12-05,,환상기담,mbc every1,2008-05-30,,웃는 얼굴로 돌아보라,kbs2,2006-07-03,8.5,올드미스 다이어리,kbs2,2004-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김지수,TV소설 그래도 푸르른 날에,kbs2,2015-03-02,12.7,아들 녀석들,mbc,2012-09-22,9.2,산너머 남촌에는 2,kbs1,2012-05-20,11.6,주홍글씨,mbc,2010-08-09,16.2,이제 사랑은 끝났다,mbc,2006-01-31,13.2,용서,kbs2,2004-11-01,,동서는 좋겠네,kbs2,2001-08-27,,나쁜 친구들,mbc,2000-03-01,,영웅신화,mbc,1997-10-15,,의가형제,mbc,1997-01-13,,사랑과 결혼,mbc,1995-04-22,,한쪽 눈을 감아요,kbs2,1994-06-20,,내일은 사랑,kbs2,1992-11-10,,위기의 남자,kbs1,1992-04-29,,약속,mbc,1992-01-06,,불의 나라,kbs2,1990-11-05,,지워진 여자,kbs2,1990-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김지우,아름다운 세상,jtbc,2019-04-05,5.8,기억,tvn,2016-03-18,3.8,드라마 스페셜 - 진진,kbs2,2013-12-08,2.8,상어,kbs2,2013-05-27,10.7,발효가족,jtbc,2011-12-07,1.6,마왕,kbs2,2007-03-21,10.1,부활,kbs2,2005-06-01,,저 푸른 초원 위에,kbs2,2003-01-04,,학교 2,kbs2,1999-05-08,,학교 1,kbs2,1999-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김지운,의사요한,sbs,2019-07-19,12.3,"하이드 지킬, 나",sbs,2015-01-21,8.6,청담동 앨리스,sbs,2012-12-01,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김지은,거짓말의 거짓말,채널a,2020-09-04,8.2,전생에 웬수들,mbc,2017-11-27,12.4,청담동 스캔들,sbs,2014-07-21,22.1,순결한 당신,sbs,2008-12-22,18,결혼합시다,mbc,2005-10-08,15.1,베스트극장 - 나는 살고 싶다,mbc,2005-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김지현,세가지색 판타지 - 우주의 별이,mbc,2017-01-26,,2014 드라마 페스티벌 - 원녀일기,mbc,2014-11-30,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김진무,퍼펙트 센스,kbs2,2016-04-20,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김진숙,거상 김만덕,kbs1,2010-03-06,17,사랑은 아무나 하나,sbs,2009-03-07,23.5,영재의 전성시대,mbc,2005-11-16,7.8,백조의 호수,mbc,2003-06-30,,선희 진희,mbc,2001-08-20,,사랑과 성공,mbc,1998-09-19,,예감,mbc,1997-09-29,,한지붕 세가족,mbc,1986-11-09,,전원일기,mbc,1980-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김진희,써클 : 이어진 두 세계,tvn,2017-05-22,2.9,청담동 앨리스,sbs,2012-12-01,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김태희,"60일, 지정생존자",tvn,2019-07-01,6.2,뷰티풀 마인드,kbs2,2016-06-20,4.7,성균관 스캔들,kbs2,2010-08-30,14.3,대왕세종,kbs2,2008-01-05,23,드라마시티 - 이중장부 살인사건,kbs2,2007-09-08,,위대한 유산,kbs2,2006-05-03,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김한솔,임진왜란 1592,kbs1,2016-09-03,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김현경,드라마 페스티벌 - 아프리카에서 살아남는 법,mbc,2013-11-07,2.7,심야병원,mbc,2011-10-15,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김현정,후아유 - 학교 2015,kbs2,2015-04-27,8.2,드라마 스페셜 - 중학생 A양,kbs2,2014-04-06,2.9,드라마 스페셜 연작시리즈 - 그녀들의 완벽한 하루,kbs2,2013-02-17,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김현정,조작,sbs,2017-07-24,12.6,너를 노린다,sbs,2015-12-26,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김현준,아테나 : 전쟁의 여신,sbs,2010-12-13,22.8,아이리스,kbs2,2009-10-14,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김현희,지성이면 감천,kbs1,2013-04-29,28.4,21세기 가족,tvn,2012-03-11,,태희혜교지현이,mbc,2009-03-02,14,워킹맘,sbs,2008-07-30,18.2,강남엄마 따라잡기,sbs,2007-06-25,18.2,"안녕, 프란체스카 시즌3",mbc,2005-09-05,8,논스톱 3,mbc,2002-06-28,,남자 셋 여자 셋,mbc,1996-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김홍주,미워도 사랑해,kbs1,2017-11-13,22,멈출 수 없어,mbc,2009-07-13,16.2,여고 동창생,kbs2,2002-12-09,,꽃밭에서,kbs2,2001-02-19,,느낌이 좋아,mbc,2000-01-03,,하나뿐인 당신,mbc,1999-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김환채,나 홀로 그대,넷플릭스,2020-02-07,,싸이코패스 다이어리,tvn,2019-11-20,3,패밀리,kbs2,2012-08-13,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김효선,드라마 스페셜 연작시리즈 - 인생에서 가장 빛나는 시간,kbs2,2012-03-11,4.1,고마워 웃게 해줘서,kbs1,2010-12-25,2.7,반쪽이네,kbs2,2000-01-22,,아름다운 그녀,sbs,1997-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김희재,더 뮤지컬,sbs,2011-09-02,7.1,썸데이,ocn,2006-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나연숙,끝없는 사랑,sbs,2014-06-21,10.7,폭풍의 연인,mbc,2010-11-17,7.7,에덴의 동쪽,mbc,2008-08-26,29.8,남자는 외로워,kbs2,1994-01-08,,정든 님,kbs1,1992-04-20,,야망의 세월,kbs2,1990-10-20,,사랑의 기쁨,kbs1,1988-05-02,,도시의 얼굴,mbc,1987-02-25,,은빛 여울,kbs1,1985-09-23,,고향,kbs1,1985-04-22,,보통사람들,kbs1,1982-09-20,,약속의 땅,kbs1,1982-01-04,,달동네,kbs1,1980-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남상욱,특수사건 전담반 TEN,ocn,2011-11-18,1.2,별순검 시즌3,mbc drama,2010-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노지설,백일의 낭군님,tvn,2018-09-10,14.4,내겐 너무 사랑스러운 그녀,sbs,2014-09-17,8.2,여인의 향기,sbs,2011-07-23,18.8,닥터 챔프,sbs,2010-09-27,13.7,깜근이 엄마,sbs,2006-10-07,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노지현,해피앤드,채널a,2011-12-05,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노창,종합병원 2,mbc,2008-11-19,18.7,봄날의 미소,mbc,2005-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노혜영,악마가 너의 이름을 부를 때,tvn,2019-07-31,3.1,돌아와요 아저씨,sbs,2016-02-24,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노희경,라이브(Live),tvn,2018-03-10,7.7,세상에서 가장 아름다운 이별,tvn,2017-12-09,6.2,디어 마이 프렌즈,tvn,2016-05-13,8.1,"괜찮아, 사랑이야",sbs,2014-07-23,12.9,"그 겨울, 바람이 분다",sbs,2013-02-13,15.8,빠담빠담… 그와 그녀의 심장박동소리,jtbc,2011-12-05,2.2,드라마 스페셜 - 빨강사탕,kbs2,2010-05-15,,그들이 사는 세상,kbs2,2008-10-27,7.7,우리를 행복하게 하는 몇 가지 질문,kbs2,2007-05-30,8.8,기적,mbc,2006-12-09,10.8,굿바이 솔로,kbs2,2006-03-01,16.2,유행가가 되리,kbs2,2005-03-06,,꽃보다 아름다워,kbs2,2004-01-01,,고독,kbs2,2002-10-21,,화려한 시절,sbs,2001-11-03,,바보 같은 사랑,kbs2,2000-04-24,,슬픈 유혹,kbs2,1999-12-26,,우리가 정말 사랑했을까,mbc,1999-01-27,,거짓말,kbs2,1998-03-30,,내가 사는 이유,mbc,1997-05-07,,세상에서 가장 아름다운 이별,mbc,1996-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도현정,붉은 달 푸른 해,mbc,2018-11-21,6,마을 - 아치아라의 비밀,sbs,2015-10-07,7.6,사랑도 돈이 되나요,mbn,2012-03-03,1,케세라세라,mbc,2007-03-17,9.1,베스트극장 - 늪,mbc,2003-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
류문상,써클 : 이어진 두 세계,tvn,2017-05-22,2.9,2014 드라마 페스티벌 - 기타와 핫팬츠,mbc,2014-11-23,2.1,드라마 페스티벌 - 상놈 탈출기,mbc,2013-10-31,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
류성희,사건번호 113,sbs,2013-05-30,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
류용재,나 홀로 그대,넷플릭스,2020-02-07,,싸이코패스 다이어리,tvn,2019-11-20,3,피리부는 사나이,tvn,2016-03-07,3.6,라이어 게임,tvn,2014-10-20,1.3,개와 늑대의 시간,mbc,2007-07-18,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마석철,못말리는 결혼,kbs2,2007-11-05,9.7,딱좋아!,sbs,2001-11-19,,LA 아리랑,sbs,1995-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마주희,위험한 약속,kbs2,2020-03-30,16.5,돌아온 복단지,mbc,2017-05-15,14.3,돌아온 황금복,sbs,2015-06-08,18,나만의 당신,sbs,2014-01-20,16.9,당신이 잠든 사이,sbs,2011-05-16,14.5,8월에 내리는 눈,sbs,2007-06-15,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마진원,보이스 시즌3,ocn,2019-05-11,5.5,보이스 시즌2,ocn,2018-08-11,7.1,보이스,ocn,2017-01-14,5.7,나는 전설이다,sbs,2010-08-02,15.7,마지막 춤은 나와 함께,sbs,2004-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마창준,드라마 스페셜 - 칠성호,kbs2,2012-09-09,3.3,계백,mbc,2011-07-25,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명수현,월간 집,jtbc,2021,,시를 잊은 그대에게,tvn,2018-03-26,1.4,혼술남녀,tvn,2016-09-05,5,막돼먹은 영애씨 시즌13,tvn,2014-03-27,2.4,막돼먹은 영애씨 시즌12,tvn,2013-07-18,1.9,막돼먹은 영애씨 시즌11,tvn,2012-11-29,1.9,막돼먹은 영애씨 시즌10,tvn,2012-04-13,1.6,막돼먹은 영애씨 시즌9,tvn,2011-09-09,1.7,막돼먹은 영애씨 시즌8,tvn,2010-12-17,,막돼먹은 영애씨 시즌7,tvn,2010-05-14,,막돼먹은 영애씨 시즌6,tvn,2009-10-16,,막돼먹은 영애씨 시즌5,tvn,2009-03-06,,막돼먹은 영애씨 시즌3,tvn,2008-03-07,,논스톱 4,mbc,2003-09-15,,연인들,mbc,2001-11-05,,점프,mbc,1999-05-31,,남자 셋 여자 셋,mbc,1996-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
